"제공대상","제목","내용","게시시작시간","게시종료시간"
국문,초미세먼지 고농도 발령 운임면제,"2018년 1월 14일(일) 17:00 ~ 서울시 초미세 먼지 나쁨 발령 / 지하철운행면제및 연장운행 실시시행일 :오늘(15일), 지하철 운임면제(출퇴근시간) :첫차~09시 18시~21시, 1시간연장운행 :09:00~10:00 21:00~22:00 - 서울교통공사 종합관제센터   01-15 06:11:50","2018-01-15 06:11","2018-01-15 07:11"
국문,초미세먼지 고농도 발령 운임면제,"제목: 초미세먼지 고농도 발령 운임면제[정보사항]1월 14일(일) 17:00 서울시 초미세먼지 나쁨 경보 발령-익일(15일) 첫차~09시, 18시~21시 지하철 운임면제,대상카드는 선후불 교통카드(1회권, 정기권은 제외)-서울교통공사 종합관제센터 01-14 17:36:16","2018-01-14 17:36","2018-01-14 18:36"
국문,초미세먼지 고농도 발령 운임면제,"2018년 1월 14일(일) 17:00 서울시 초미세 먼지 바쁨 발령-익일(15일) 첫차~09시,18시~21시, 지하철 운임면제- 서울교통공사 종합관제센터 01-14 17:35:30","2018-01-14 17:35","2018-01-14 18:35"
국문,열차지연운행,고객여러분께 안내말씀드립니다.현재 01월 05일 08:35분 2호선 외선 열차가 차량고장으로 사당역에서 승객하차 후 회송합니다열차가 정시보다 다소지연운행하고 있음을 알립니다열차 이용에 불편을 드려 죄송합니다.-서울교통공사 종합관제센터 01-05 08:37:01,"2018-01-05 08:37","2018-01-05 09:37"
국문,서버 점검 공지,"ICT 철도 이용객 정보 시스템 서버 점검으로 교통약자이동경로 정보 이용에 제한이 있습니다.점검시간 : &apos;18. 1. 4, 18:00 ~ 22:00(점검진행에 따라 연장될 수 있습니다)","2018-01-04 18:00","2018-01-04 22:00"
국문,우이~신설동 경전철 전차선 장애 조치완료 정상운행,우이~신설동 경전철 전차선 장애 조치완료 되어 정상운행 합니다. 열차 이용에 참고하시기 바랍니다. 12-25 23:00:47,"2017-12-25 23:00","2017-12-26 00:00"
국문,우이~신설동 경전철 운행중지,우이~신설동 경전철 전차선 장애로 운행이 중지되었으니 열차 이용에 참고하시기 바랍니다. 12-25 09:25:52,"2017-12-25 09:25","2017-12-25 10:25"
국문,코레일 구간 사상사고,안산선 중앙역 하선 오이도역발~당고개행 서울교통공사 소속 제4521열차(457편성)가 진입 중 사상사고 발생하여 확인 및 조치 중 12-04 08:10:06,"2017-12-04 08:10","2017-12-04 09:10"
국문,열차정상운행,"2호선 외선 방배~서초구간 궤도회로 고장은 송신케이블 교체(12:03)로 복귀완료되어 열차 정성운행 중-서울교통공사 종합관제센터  11-24 12:39:58","2017-11-24 12:39","2017-11-24 13:39"
국문,궤도회로 고장 재발생,"2호선 외선 방배~서초간 궤도회로 고장은 자동복귀(11:20) 되었으나 재발생(11:30)되어 관련직원 출동 조치 중-서울교통공사 종합관제센터 11-24 11:37:47","2017-11-24 11:37","2017-11-24 12:37"
국문,궤도회로 고장 복귀,"2호선 외선(방배~서초구간) 궤도회로 고장은 자동복귀(11:20)되어 열차 정상운행 중-서울교통공사 종합관제센터 11-24 11:29:31","2017-11-24 11:29","2017-11-24 12:29"
국문,열차지연 운행,"2호선 외선 방배~서초구간 궤도회로 고장(08:50)으로 관제지령식 운행으로 열차 지연 운행 중-서울교통공사 종합관제센터 11-24 11:07:14","2017-11-24 11:07","2017-11-24 12:07"
국문,"2017년 안전한국훈련(훈련예고)","2017.11.2(목) 14:10경 안전한국훈련관련 지하철 열차화재 훈련실시로 5호선 열차운행이 15분정도 지연 예상되오니 열차 이용에 참고하시기 바랍니다.-서울교통공사 종합관제센터- 11-02 13:31:27","2017-11-02 13:31","2017-11-02 14:31"
국문,"4호선 열차 정상운행","4호선 동대문역사문화공원역 차량고장은 조치 완료되어 열차 운행 재개(17:45)-서울교통공사 종합관제센터 09-25 18:07:14","2017-09-25 18:07","2017-09-25 19:07"
국문,"4호선 당고개방면 열차 지연","4호선 동대문역사문화공원역 상선 열차 고장으로 조치가 지연되어 당고개행 열차가 지연운행 되고 있습니다.-서울교통공사 종합관제센터  09-25 17:33:32","2017-09-25 17:33","2017-09-25 18:33"
국문,안산행 마지막열차 운행 안내,"4호선 열차 지연관련하여 안상행 마지막 열차가 당고개역을 출발하여 상계역(23:21)에 진입하고 있습니다. 이용에 참고하시기 바랍니다. 09-10 23:21:11 09-10 23:22:00","2017-09-10 23:22","2017-09-11 00:22"
국문,안산행 마지막열차 운행 안내,"4호선 열차 지연관련하여 안상행 마지막 열차가 잠시 후 당고개역을 출발하여 상계역(23:21)에 진입하고 있습니다. 이용에 참고하시기 바랍니다. 09-10 23:21:11","2017-09-10 23:21","2017-09-11 00:21"
국문,오이도행 마지막 열차운행,오이도행 마지막 열차가 현재(운행변경) 신용산역에 도착하고 있음을 알려드립니다. 09-10 23:17:23,"2017-09-10 23:17","2017-09-11 00:17"
국문,민원 답변,"안산선 상,하선 열차 지연운행 특히 하선 오이도행 열차는 현재 쌍문역에 도착되고 있는 제8687열차가 오이도행 막차입니다에서 왜 4호선 열차인데 4로 시작하지 않고 8로 시작하는거에 대한 답변입니다.답변내용 : 4호선은 코레일 열차와 서울교통공사 열차가 같이 운행하는 곳으로, 열차번호 관련하여 코레일 열차 번호가 8501~8699대 열차번호는 당고개~오이도간 코레일 열차소속 영업열차입니다, 서울교통공사에서 운행하는 당고개~오이도행 열차는 5501~5999까지 사용하고, 아울러 4000대 열차번호는 당고개~사당역간 영업열차 입니다. 09-10 22:57:52","2017-09-10 22:57","2017-09-10 23:57"
국문,"안산선 한대앞역 사상사고 4호선 상,하선 지연운행","안산선 상선 한대앞역 사상사고는 조치완료되어(21:20) 열차 운행 재개되었으나 상,하선 열차 지연운행 특히 하선 오이도행 열차는 현재 쌍문역에 도착되고 있는 제8687열차가 오이도행 막차입니다.-서울교통공사 종합관제센터 09-10 22:17:26 09-10 22:22:48","2017-09-10 22:22","2017-09-10 23:22"
국문,"안산선 한대앞역 사상사고 4호선 상,하선 지연운행","안산선 상선 한대앞역 사상사고는 조치완료되어(21:20) 열차 운행 재개되었으나 상,하선 열차 지연운행 특히 하선 오이도행 열차는 현재 창동역에 도착되고 있는 제8687열차가 오이도행 막차이며 당고개 출발예정 열차는 안산행 막차입니다.-서울교통공사 종합관제센터 09-10 22:17:26","2017-09-10 22:17","2017-09-10 23:17"
국문,코레일 열차 사상사고 조치완료/운행재개,안산선 상선 한대앞역 사상사고는 조치완료되어(21:20) 열차 운행 재개되었으나 하선 오이도행 열차 지연 운행-서울교통공사 종합관제센터 09-10 21:41:58,"2017-09-10 21:41","2017-09-10 22:41"
국문,코레일 열차 한대앞역 사상사고 발생으로 열차지연 운행 중,안산선 상선 한대앞역 코레일 열차 사상사고 발생으로 4호선 열차 약 4~5분 지연 운행 중-서울교통공사 종합관제센터 09-10 21:18:07,"2017-09-10 21:18","2017-09-10 22:18"
국문,우이신설선 서비스 알림(9월 중순),o 우이신설선 개통 관련 지하철안전지킴이 노선도 서비스는 9월 중순 쯤 가능합니다.   o 서비스이용에 불편을 드려 대단히 죄송합니다. ,"2017-09-08 16:00","2017-09-15 00:00"
국문,"4호선 신용산역 상선 코레일 열차 차량고장으로 인한 열차지연","4호선 신용산역 상선 차량고장으로 4호선 당고개방면 열차가 약10분정도 지연 운행 중-서울교통공사 종합관제센터 09-07 08:36:02","2017-09-07 08:36","2017-09-07 09:36"
국문,코레일 구간 전차선 단선 복구 및 정상운행,코레일 구간 안선선 수리산~상록수역 간 하선 전차선 단전은 11:32에 복구완료되어 열차정상 운행을 재개하였읍니다. 08-28 12:16:24,"2017-08-28 12:16","2017-08-28 13:16"
국문,안산선 하행 수리산~상록수역간 전차선 단전으로 열차지연,"코레일 구간 안선선 수리산~상록수역 간 하선 전차선 단전으로 4호선 사당역까지 운행 후 사당역 상선 반복운행, 코레일 열차는 산본역까지 운행합니다./열차지연-서울교통공사 종합관제센터 08-28 11:01:13","2017-08-28 11:01","2017-08-28 12:01"
국문,안산선 하행 수리산~상록수역간 전차선 단전으로 열차지연,"코레일 구간 안선선 수리산~상록수역 간 하선 전차선 단전으로 4호선 사당역까지 운행 후 사당역 상선 반복운행, 과천 안산방면으로 가시는 고객께서는 사당역까지 운행 후 타 교통편 이용 가능-서울교통공사 종합관제센터 08-28 10:51:34","2017-08-28 10:51","2017-08-28 11:51"
국문,"5호선 열차지연 운행","5호선 공덕에서 애오개역간 서행운전으로 강동방면 열차가 지연되고 있습니다-서울교통공사 종합관제센터- 08-28 08:36:33","2017-08-28 08:36","2017-08-28 09:36"
국문,"3호선 열차지연","3호선 압구정역 상선 차량고장으로 3호선 열차가 지연 운행 중-서울교통공사 종합관제센터 08-23 06:26:42","2017-08-23 06:26","2017-08-23 07:26"
국문,차량고장 조치완료,"8.22 21:41경 옥수역 상선 대화행 코래일 제 3384열차(383편성) 출입문전체 열림불능은 3983호 LSBS(저속도계전기) 취급 후 발차(21:47)  08-22 21:56:23","2017-08-22 21:56","2017-08-22 22:56"
국문,차량고장,"8.22 21:41경 옥수역 상선 대화행 코래일 제 3384열차(383편성) 출입문전체 열림불능 08-22 21:50:20","2017-08-22 21:50","2017-08-22 22:50"
국문,[2017년 을지연습 훈련상황],"14:00~14:20 4호선 사당역 하선승강장과 대합실에서 2017년 을지연습 ‘지하철 테러대응 훈련’을 실시하고 있습니다.지하철 테러대비 고객안전확보를 위한 훈련이오니 고객여러분의 이해와 많은 협조를 부탁드립니다.-서울교통공사 종합관제센터 08-22 13:49:54","2017-08-22 13:49","2017-08-22 14:49"
국문,열차지연 운행,"2호선 신도림역 신호장애는 조치완료 되었으나 다소 열차가 지연 운행되고 있습니다.열차 이용에 참고하시기 바랍니다. 08-17 07:27:48","2017-08-17 07:27","2017-08-17 08:27"
국문,신호장애,신도림역 신호장애(201A)는 신호직원출동 선로전환기 수동취급 지연운행  중  08-17 06:07:04,"2017-08-17 06:07","2017-08-17 07:07"
국문,"5호선 열차운행 재개","8월12일(토) 22:32경 발생한 5호선 동대문역사문화공원역 차량고장은 구원연결 후 차량기지 입고 후 23:26경 후속열차 운행재개-서울교통공사 종합관제센터 08-12 23:29:38","2017-08-12 23:29","2017-08-13 00:29"
국문,"5호선 전차선 장애","22:32경 5호선 동대문역사문화공원역에서 발생한 전차선고장으로 방화방면 열차가 지연 운행되고 있습니다-서울교통공사 종합관제센터- 08-12 22:59:54","2017-08-12 22:59","2017-08-12 23:59"
국문,"5호선 전차선 장애","22:33경 5호선 동대문역사문화공원역에서 발생한 전차선 정전으로 방화방면 열차가 지연 운행되고 있습니다-서울교통공사 종합관제센터- 08-12 22:57:52","2017-08-12 22:57","2017-08-12 23:57"
국문,열차운행재개 및 열차지연,안산선 상선 당고개행 제4606열차는 초지역 사상자 수습 후 열차운행 제개(14:42) 상선 일부구간 열차지연 운행-서울교통공사 종합관제센터 08-07 15:08:37,"2017-08-07 15:08","2017-08-07 16:08"
국문,열차 사상사고,"4호선 안산선 초지역 상선 제4606열차 역 진입시 사상사고로 오이도~당고개방면 열차 지연 운행 중-서울교통공사 종합관제센터 08-07 13:53:57","2017-08-07 13:53","2017-08-07 14:53"
국문,열차 사상사고,"4호선 안산선 초지역 상선 제4606열차 역 진입시 사상사고로 열차 지연 운행 중-서울교통공사 종합관제센터 08-07 13:51:51","2017-08-07 13:51","2017-08-07 14:51"
국문,"4호선 상선 코레일열차 동력운전 불가 조치완료","4호선 사당역 상행선 코레일 열차 차량고장은 조치완료되어 열차 운행 재개 - 서울교통공사 종합관제센터 08-04 10:05:04","2017-08-04 10:05","2017-08-04 11:05"
국문,"4호선 코레일열차 차량고장","09:30경 4호선 사당역 상선 코레일 열차 고장으로 현재 지연운행 중 -서울교통공사 종합관제센터 08-04 09:51:06","2017-08-04 09:51","2017-08-04 10:51"
국문,경인선 부평~인천역간 열차운행 재개,경인선 부평역 남부 및 주안역 남부 호우로 인한 침수는 조치완료되어 부평~인천역간 열차운행 재개(10:01) 07-23 10:06:38,"2017-07-23 10:06","2017-07-23 11:06"
국문,"경인선 호우로 인한 부평~인천역간 상,하선 열차운행 중지","경인선 부평역 남부 및 주안역 남부 호우로 인한 선로 침수로 부평~인천역간 상,하선 열차운행 중지 07-23 09:48:36","2017-07-23 09:48","2017-07-23 10:48"
국문,[업데이트 알림]교통약자 우회경로 안내,서울교통공사입니다.지하철안전지킴이 앱이 새로운 기능이 업데이트 되었습니다.경로 검색시 출발역과 도착역을 지정하면 출발역 입구부터 도착역 출구까지 승강편의시설을 이용한 이동 경로를 한눈에 볼 수 있습니다. 이동경로 상에 있는 승강편의시설이 점검 중이거나 고장으로 운행이 중단되면 이를 앱 사용자에게 실시간으로 알려주는 기능과 우회경로 안내가 추가되었습니다.앱스토어를 통해 업데이트 받으시기 바랍니다.감사합니다.※iOS는 앱을 심사중이라 조만간 서비스 됩니다 ^^;,"2017-07-12 09:00","2017-07-16 23:00"
국문,열차정상운행,"2호선 역삼역 외선 차량고장은 후속열차 구원조치로 열차운행 재개,양방향 열차 정상운행-서울교통공사 종합관제센터","2017-06-27 08:08","2017-06-27 09:08"
국문,열차운행 재개,"2호선 역삼역 외선 차량고장은 후속열차 구원조치로 열차운행 재개,현재 전구간 지연 운행 중-서울교통공사 종합관제센터","2017-06-27 07:51","2017-06-27 08:51"
국문,"2호선 열차지연 운행 중","2호선 강나역 외선 차량고장으로 2호선 열차가 지연 운행 중-서울교통공사 종합관제센터","2017-06-27 07:27","2017-06-27 08:27"
